sequence_length,molecular_weight,isoelectric_point,aromaticity,global_A,global_B,global_C,global_D,global_E,global_F,global_G,global_H,global_I,global_J,global_K,global_L,global_M,global_N,global_O,global_P,global_Q,global_R,global_S,global_T,global_U,global_V,global_W,global_X,global_Y,global_Z,local_first_50_A,local_first_50_B,local_first_50_C,local_first_50_D,local_first_50_E,local_first_50_F,local_first_50_G,local_first_50_H,local_first_50_I,local_first_50_J,local_first_50_K,local_first_50_L,local_first_50_M,local_first_50_N,local_first_50_O,local_first_50_P,local_first_50_Q,local_first_50_R,local_first_50_S,local_first_50_T,local_first_50_U,local_first_50_V,local_first_50_W,local_first_50_X,local_first_50_Y,local_first_50_Z,local_last_50_A,local_last_50_B,local_last_50_C,local_last_50_D,local_last_50_E,local_last_50_F,local_last_50_G,local_last_50_H,local_last_50_I,local_last_50_J,local_last_50_K,local_last_50_L,local_last_50_M,local_last_50_N,local_last_50_O,local_last_50_P,local_last_50_Q,local_last_50_R,local_last_50_S,local_last_50_T,local_last_50_U,local_last_50_V,local_last_50_W,local_last_50_X,local_last_50_Y,local_last_50_Z
773,88380.64380000053,8.84710693359375,0.11254851228978008,0.06727037516170763,0.0,0.015523932729624839,0.04915912031047866,0.055627425614489,0.04657179818887452,0.06338939197930142,0.029754204398447608,0.0517464424320828,0.0,0.056921086675291076,0.09702457956015524,0.03492884864165589,0.031047865459249677,0.0,0.04398447606727038,0.037516170763260026,0.062095730918499355,0.07373868046571798,0.056921086675291076,0.0,0.06080206985769728,0.02328589909443726,0.0,0.042690815006468305,0.0,0.1,0.0,0.0,0.04,0.04,0.08,0.06,0.06,0.1,0.0,0.08,0.1,0.02,0.02,0.0,0.02,0.06,0.06,0.06,0.04,0.0,0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.04,0.06,0.08,0.06,0.06,0.1,0.0,0.08,0.1,0.02,0.06,0.0,0.02,0.0,0.04,0.16,0.06,0.0,0.02,0.0,0.0,0.02,0.0
380,42592.491600000045,8.79620361328125,0.06315789473684211,0.08157894736842106,0.0,0.015789473684210527,0.042105263157894736,0.1,0.03684210526315789,0.07105263157894737,0.021052631578947368,0.05526315789473684,0.0,0.1,0.09210526315789473,0.02631578947368421,0.021052631578947368,0.0,0.04473684210526316,0.05263157894736842,0.05789473684210526,0.07105263157894737,0.031578947368421054,0.0,0.05263157894736842,0.005263157894736842,0.0,0.021052631578947368,0.0,0.14,0.0,0.0,0.08,0.02,0.04,0.1,0.0,0.14,0.0,0.06,0.06,0.04,0.02,0.0,0.02,0.06,0.06,0.08,0.0,0.0,0.06,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.04,0.04,0.06,0.14,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.04,0.04,0.08,0.12,0.08,0.0,0.02,0.0,0.0,0.0,0.0
239,26846.15940000002,8.40386962890625,0.11297071129707112,0.06694560669456066,0.0,0.07112970711297072,0.03765690376569038,0.03765690376569038,0.029288702928870293,0.058577405857740586,0.02092050209205021,0.04184100418410042,0.0,0.0502092050209205,0.07112970711297072,0.016736401673640166,0.07531380753138076,0.0,0.05439330543933055,0.03765690376569038,0.04602510460251046,0.100418410041841,0.05439330543933055,0.0,0.04602510460251046,0.029288702928870293,0.0,0.05439330543933055,0.0,0.08,0.0,0.02,0.04,0.04,0.06,0.02,0.02,0.04,0.0,0.08,0.12,0.02,0.06,0.0,0.02,0.04,0.12,0.12,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.08,0.0,0.02,0.04,0.0,0.08,0.0,0.08,0.08,0.0,0.12,0.0,0.06,0.04,0.02,0.1,0.06,0.0,0.0,0.02,0.0,0.02,0.0
1474,163289.03199999995,6.02764892578125,0.08751696065128901,0.06309362279511534,0.0,0.016960651289009497,0.03595658073270014,0.07055630936227951,0.04206241519674356,0.06173677069199457,0.027137042062415198,0.03934871099050204,0.0,0.060379918588873815,0.09633649932157395,0.017639077340569877,0.04341926729986431,0.0,0.052917232021709636,0.04952510176390773,0.031207598371777476,0.08344640434192672,0.06852103120759837,0.0,0.09430122116689281,0.007462686567164179,0.0,0.037991858887381276,0.0,0.02,0.0,0.02,0.02,0.04,0.0,0.06,0.04,0.0,0.0,0.08,0.28,0.04,0.02,0.0,0.08,0.02,0.0,0.08,0.08,0.0,0.12,0.0,0.0,0.02,0.0,0.1,0.0,0.02,0.1,0.06,0.06,0.02,0.0,0.04,0.0,0.06,0.1,0.0,0.06,0.0,0.06,0.04,0.02,0.04,0.06,0.0,0.1,0.0,0.0,0.08,0.0
329,36804.78250000003,6.30181884765625,0.04559270516717325,0.0790273556231003,0.0,0.00303951367781155,0.07598784194528875,0.0486322188449848,0.030395136778115502,0.03343465045592705,0.0547112462006079,0.0425531914893617,0.0,0.04559270516717325,0.057750759878419454,0.02127659574468085,0.09422492401215805,0.0,0.060790273556231005,0.0729483282674772,0.060790273556231005,0.11550151975683891,0.03951367781155015,0.0,0.0486322188449848,0.0060790273556231,0.0,0.00911854103343465,0.0,0.18,0.0,0.0,0.04,0.02,0.04,0.02,0.0,0.06,0.0,0.04,0.04,0.06,0.04,0.0,0.16,0.1,0.0,0.08,0.1,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.12,0.0,0.0,0.04,0.04,0.0,0.12,0.1,0.02,0.06,0.0,0.04,0.12,0.06,0.08,0.0,0.0,0.08,0.0,0.0,0.02,0.0
145,16157.20069999999,4.51324462890625,0.04827586206896552,0.020689655172413793,0.0,0.034482758620689655,0.14482758620689656,0.0896551724137931,0.027586206896551724,0.07586206896551724,0.006896551724137931,0.041379310344827586,0.0,0.0896551724137931,0.041379310344827586,0.006896551724137931,0.041379310344827586,0.0,0.013793103448275862,0.04827586206896552,0.05517241379310345,0.12413793103448276,0.05517241379310345,0.0,0.06206896551724138,0.006896551724137931,0.0,0.013793103448275862,0.0,0.0,0.0,0.08,0.04,0.02,0.04,0.04,0.02,0.06,0.0,0.22,0.08,0.02,0.06,0.0,0.02,0.02,0.06,0.1,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.24,0.18,0.0,0.08,0.0,0.04,0.0,0.04,0.02,0.0,0.02,0.0,0.0,0.06,0.06,0.14,0.02,0.0,0.06,0.0,0.0,0.02,0.0
617,67916.20490000027,8.95819091796875,0.08914100486223664,0.06158833063209076,0.0,0.006482982171799027,0.06320907617504051,0.04862236628849271,0.05348460291734198,0.1053484602917342,0.017828200972447326,0.04700162074554295,0.0,0.05186385737439222,0.07455429497568881,0.019448946515397084,0.07293354943273905,0.0,0.05186385737439222,0.029173419773095625,0.0713128038897893,0.08103727714748785,0.05348460291734198,0.0,0.055105348460291734,0.008103727714748784,0.0,0.027552674230145867,0.0,0.02,0.0,0.0,0.04,0.06,0.02,0.12,0.02,0.02,0.0,0.12,0.06,0.02,0.08,0.0,0.1,0.04,0.06,0.14,0.02,0.0,0.06,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.04,0.02,0.04,0.24,0.02,0.02,0.0,0.04,0.0,0.0,0.16,0.0,0.02,0.0,0.1,0.14,0.06,0.0,0.0,0.06,0.0,0.04,0.0
457,51168.56820000004,6.43206787109375,0.08096280087527352,0.08315098468271334,0.0,0.019693654266958426,0.045951859956236324,0.11816192560175055,0.04157549234135667,0.09409190371991247,0.02188183807439825,0.045951859956236324,0.0,0.10940919037199125,0.0700218818380744,0.024070021881838075,0.03938730853391685,0.0,0.028446389496717725,0.028446389496717725,0.04814004376367615,0.0437636761487965,0.03938730853391685,0.0,0.05908096280087528,0.006564551422319475,0.0,0.03282275711159737,0.0,0.08,0.0,0.0,0.08,0.1,0.0,0.14,0.02,0.04,0.0,0.1,0.02,0.04,0.04,0.0,0.04,0.02,0.06,0.04,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.02,0.18,0.04,0.04,0.04,0.0,0.0,0.16,0.02,0.04,0.06,0.0,0.02,0.02,0.02,0.06,0.08,0.0,0.06,0.0,0.0,0.02,0.0
1876,214834.38539999956,6.84039306640625,0.13379530916844348,0.07356076759061833,0.0,0.017590618336886993,0.04744136460554371,0.053304904051172705,0.06130063965884861,0.0628997867803838,0.022921108742004266,0.0708955223880597,0.0,0.04371002132196162,0.09328358208955224,0.02931769722814499,0.041044776119402986,0.0,0.04584221748400853,0.042643923240938165,0.054371002132196165,0.060767590618336885,0.054371002132196165,0.0,0.05223880597014925,0.019722814498933903,0.0,0.05277185501066098,0.0,0.06,0.0,0.0,0.12,0.02,0.0,0.14,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.0,0.1,0.22,0.0,0.04,0.06,0.0,0.02,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.06,0.1,0.06,0.0,0.06,0.06,0.02,0.08,0.0,0.04,0.06,0.0,0.12,0.16,0.0,0.04,0.02,0.0,0.06,0.0
179,21075.20350000001,6.36627197265625,0.1452513966480447,0.027932960893854747,0.0,0.0335195530726257,0.027932960893854747,0.0670391061452514,0.07262569832402235,0.03910614525139665,0.03910614525139665,0.10614525139664804,0.0,0.0670391061452514,0.09497206703910614,0.0335195530726257,0.07262569832402235,0.0,0.0111731843575419,0.0446927374301676,0.01675977653631285,0.0670391061452514,0.055865921787709494,0.0,0.05027932960893855,0.0111731843575419,0.0,0.061452513966480445,0.0,0.0,0.0,0.02,0.04,0.14,0.0,0.04,0.04,0.18,0.0,0.06,0.1,0.02,0.08,0.0,0.02,0.06,0.0,0.04,0.02,0.0,0.02,0.0,0.0,0.14,0.0,0.02,0.0,0.06,0.02,0.04,0.14,0.04,0.06,0.08,0.0,0.04,0.12,0.04,0.08,0.0,0.0,0.04,0.04,0.12,0.0,0.0,0.04,0.0,0.0,0.04,0.0
